Date,Open,High,Low,Close,Volume,Adj Close
2006-02-23,71.79,73.00,71.43,71.75,30604200,69.38
2006-02-24,72.14,72.89,71.20,71.46,19098000,69.10
2006-02-27,71.99,72.12,70.65,70.99,28258600,68.64
2006-02-28,71.58,72.40,68.10,68.49,45249300,66.22
2006-03-01,68.84,69.49,68.02,69.10,27279200,66.81
2006-03-02,68.99,69.99,68.67,69.61,22331200,67.31
2006-03-03,69.40,69.91,67.53,67.72,26345300,65.48
2006-03-06,67.69,67.72,64.94,65.48,32595200,63.31
2006-03-07,65.76,66.90,65.08,66.31,31174200,64.12
2006-03-08,66.29,67.20,65.35,65.66,23330400,63.49
2006-03-09,65.98,66.47,63.81,63.93,28546600,61.81
2006-03-10,64.05,64.49,62.45,63.19,37255100,61.10
2006-03-13,65.05,66.28,64.79,65.68,30756700,63.51
2006-03-14,65.77,67.32,65.50,67.32,22929300,65.09
2006-03-15,67.71,68.04,65.52,66.23,31857000,64.04
2006-03-16,66.85,66.90,64.30,64.31,26772800,62.18
2006-03-17,64.75,65.54,64.11,64.66,29001500,62.52
2006-03-20,65.22,65.46,63.87,63.99,21622900,61.87
2006-03-21,64.29,64.34,61.39,61.81,47991700,59.76
2006-03-22,62.16,63.25,61.27,61.67,48067700,59.63
2006-03-23,61.82,61.90,59.61,60.16,50993800,58.17
2006-03-24,60.25,60.94,59.03,59.96,38285000,57.98
2006-03-27,60.35,61.38,59.40,59.51,39574000,57.54
2006-03-28,59.63,60.14,58.25,58.71,48940100,56.77
2006-03-29,59.13,62.52,57.67,62.33,83815500,60.27
2006-03-30,62.82,63.30,61.53,62.75,49666100,60.67
2006-03-31,63.25,63.61,62.24,62.72,29119900,60.64
2006-04-03,63.67,64.12,62.61,62.65,29135400,60.58
2006-04-04,62.10,62.22,61.05,61.17,33283000,59.15
2006-04-05,64.71,67.21,64.15,67.21,79764600,64.99
2006-04-06,68.30,72.05,68.20,71.24,95134600,68.88
2006-04-07,70.93,71.21,68.47,69.79,55187100,67.48
2006-04-10,70.29,70.93,68.45,68.67,32268400,66.40
2006-04-11,68.99,69.30,67.07,67.99,33547000,65.74
2006-04-12,68.01,68.17,66.30,66.71,26424800,64.50
2006-04-13,66.34,67.44,65.81,66.47,26238500,64.27
2006-04-17,66.51,66.84,64.35,64.81,25783500,62.67
2006-04-18,65.04,66.47,64.79,66.22,28387300,64.03
2006-04-19,66.82,67.00,65.47,65.65,38786900,63.48
2006-04-20,69.51,70.00,66.20,67.63,59535100,65.39
2006-04-21,68.19,68.64,66.47,67.04,28178100,64.82
2006-04-24,66.85,66.92,65.50,65.75,25251000,63.57
2006-04-25,65.96,66.59,65.56,66.17,18895100,63.98
2006-04-26,66.65,68.28,66.40,68.15,25388800,65.89
2006-04-27,67.73,69.86,67.35,69.36,30212400,67.06
2006-04-28,69.38,71.30,69.20,70.39,27144200,68.06
2006-05-01,70.77,71.54,69.16,69.60,26799300,67.30
2006-05-02,70.15,71.98,70.11,71.62,27559400,69.25
2006-05-03,71.83,71.95,70.18,71.14,24535400,68.79
2006-05-04,71.22,72.89,70.46,71.13,30729300,68.78
2006-05-05,71.86,72.25,71.15,71.89,20139700,69.51
2006-05-08,72.99,73.80,71.72,71.89,21244700,69.51
2006-05-09,71.82,72.56,70.62,71.03,18988100,68.68
2006-05-10,71.29,71.33,69.61,70.60,16424600,68.26
2006-05-11,70.79,70.84,67.55,68.15,29024600,65.89
2006-05-12,67.85,68.69,66.86,67.70,22920500,65.46
2006-05-15,67.37,68.38,67.12,67.79,18899200,65.55
2006-05-16,68.10,68.25,64.75,64.98,33455000,62.83
2006-05-17,64.71,65.70,64.07,65.26,26935500,63.10
2006-05-18,65.68,66.26,63.12,63.18,23515800,61.09
2006-05-19,63.26,64.88,62.82,64.51,35209500,62.38
2006-05-22,63.87,63.99,62.77,63.38,25677700,61.28
2006-05-23,64.86,65.19,63.00,63.15,24800500,61.06
2006-05-24,62.99,63.65,61.56,63.34,32715400,61.24
2006-05-25,64.26,64.45,63.29,64.33,16549000,62.20
2006-05-26,64.31,64.56,63.14,63.55,15462500,61.45
2006-05-30,63.29,63.30,61.22,61.22,20121500,59.19
2006-05-31,61.76,61.79,58.69,59.77,45749200,57.79
2006-06-01,59.85,62.28,59.52,62.17,33661000,60.11
2006-06-02,62.99,63.10,60.88,61.66,24492400,59.62
2006-06-05,61.15,61.15,59.97,60.00,21635200,58.01
2006-06-06,60.22,60.63,58.91,59.72,25929900,57.74
2006-06-07,60.10,60.40,58.35,58.56,26803800,56.62
2006-06-08,58.44,60.93,57.15,60.76,49910100,58.75
2006-06-09,61.18,61.56,59.10,59.24,27708500,57.28
2006-06-12,59.40,59.73,56.96,57.00,25635200,55.11
2006-06-13,57.61,59.10,57.36,58.33,38594400,56.40
2006-06-14,58.28,58.78,56.69,57.61,31362000,55.70
2006-06-15,57.30,59.74,56.75,59.38,42513700,57.41
2006-06-16,58.96,59.19,57.52,57.56,29932200,55.66
2006-06-19,57.83,58.18,57.00,57.20,25163400,55.31
2006-06-20,57.61,58.35,57.29,57.47,24034800,55.57
2006-06-21,57.74,58.71,57.30,57.86,30832000,55.95
2006-06-22,58.20,59.75,58.07,59.58,34486900,57.61
2006-06-23,59.72,60.17,58.73,58.83,23578700,56.88
2006-06-26,59.17,59.20,58.37,58.99,16662000,57.04
2006-06-27,59.09,59.22,57.40,57.43,19664700,55.53
2006-06-28,57.29,57.30,55.41,56.02,30382300,54.17
2006-06-29,56.76,59.09,56.39,58.97,31192800,57.02
2006-06-30,57.59,57.75,56.50,57.27,26417700,55.37
2006-07-03,57.52,58.18,57.34,57.95,6956100,56.03
2006-07-05,57.15,57.60,56.56,57.00,18508600,55.11
2006-07-06,57.09,57.40,55.61,55.77,22614600,53.92
2006-07-07,55.48,56.55,54.67,55.40,28548600,53.57
2006-07-10,55.70,56.49,54.50,55.00,18905200,53.18
2006-07-11,55.11,55.99,54.53,55.65,29465100,53.81
2006-07-12,55.17,55.24,52.92,52.96,33118900,51.21
2006-07-13,52.03,54.12,51.41,52.25,44639500,50.52
2006-07-14,52.50,52.89,50.16,50.67,35465600,48.99
2006-07-17,51.73,53.11,51.65,52.37,36590800,50.64
2006-07-18,53.16,53.85,51.85,52.90,35730300,51.15
2006-07-19,52.96,55.08,52.36,54.10,49669400,52.31
2006-07-20,60.96,61.59,59.72,60.50,70433800,58.50
2006-07-21,59.82,61.15,59.64,60.72,31853300,58.71
2006-07-24,61.26,62.10,60.43,61.42,25816300,59.39
2006-07-25,61.78,62.09,60.78,61.93,21038200,59.88
2006-07-26,62.00,64.64,61.68,63.87,32086700,61.76
2006-07-27,64.50,65.02,62.86,63.40,26251600,61.30
2006-07-28,63.94,65.68,63.50,65.59,24696700,63.42
2006-07-31,66.83,68.63,66.28,67.96,31887200,65.71
2006-08-01,67.22,67.93,65.94,67.18,25420200,64.96
2006-08-02,67.65,68.68,67.51,68.16,19670300,65.90
2006-08-03,67.91,70.00,67.81,69.59,30037300,67.29
2006-08-04,67.05,68.61,64.96,68.30,66173800,66.04
2006-08-07,67.72,69.60,66.31,67.21,44482600,64.99
2006-08-08,67.09,67.11,64.51,64.78,35638000,62.64
2006-08-09,65.43,65.60,63.40,63.59,34137100,61.49
2006-08-10,63.25,64.81,62.70,64.07,24920000,61.95
2006-08-11,63.23,64.13,62.58,63.65,27768900,61.54
2006-08-14,64.05,65.22,63.60,63.94,25629300,61.82
2006-08-15,65.34,66.50,64.80,66.45,30762600,64.25
2006-08-16,67.10,68.07,66.33,67.98,27903000,65.73
2006-08-17,68.00,68.66,67.18,67.59,20755300,65.35
2006-08-18,67.71,68.40,67.26,67.91,19155500,65.66
2006-08-21,67.30,67.31,66.15,66.56,18793800,64.36
2006-08-22,66.68,68.32,66.50,67.62,20606000,65.38
2006-08-23,68.00,68.65,66.94,67.31,19152100,65.08
2006-08-24,67.89,68.19,66.27,67.81,23399700,65.57
2006-08-25,67.34,69.05,67.31,68.75,19427100,66.47
2006-08-28,68.50,68.61,66.68,66.98,26362900,64.76
2006-08-29,66.99,67.26,65.12,66.48,33833300,64.28
2006-08-30,67.34,67.82,66.68,66.96,24290800,64.74
2006-08-31,67.28,68.30,66.66,67.85,20524900,65.60
2006-09-01,68.48,68.65,67.82,68.38,14589100,66.12
2006-09-05,68.97,71.50,68.55,71.48,36159200,69.11
2006-09-06,71.08,71.69,69.70,70.03,34789400,67.71
2006-09-07,70.60,73.48,70.25,72.80,45284200,70.39
2006-09-08,73.37,73.57,71.91,72.52,31997200,70.12
2006-09-11,72.43,73.73,71.42,72.50,33897300,70.10
2006-09-12,72.81,73.45,71.45,72.63,60167400,70.23
2006-09-13,72.85,74.32,72.30,74.20,40933500,71.74
2006-09-14,73.72,74.67,73.46,74.17,28633200,71.72
2006-09-15,74.60,74.98,73.29,74.10,35066200,71.65
2006-09-18,73.80,74.86,73.30,73.89,25188500,71.44
2006-09-19,74.10,74.36,72.80,73.77,25358900,71.33
2006-09-20,74.38,75.68,74.22,75.26,29385400,72.77
2006-09-21,75.25,76.06,74.02,74.65,28361600,72.18
2006-09-22,74.30,74.34,72.58,73.00,23754000,70.58
2006-09-25,73.81,75.86,73.72,75.75,30678300,73.24
2006-09-26,76.18,77.78,76.10,77.61,39391000,75.04
2006-09-27,77.17,77.47,75.82,76.41,28941900,73.88
2006-09-28,77.02,77.48,75.95,77.01,25843200,74.46
2006-09-29,77.11,77.52,76.68,76.98,14493300,74.43
2006-10-02,75.10,75.87,74.30,74.86,25451400,72.38
2006-10-03,74.45,74.95,73.19,74.08,28239600,71.63
2006-10-04,74.10,75.46,73.16,75.38,29610100,72.89
2006-10-05,74.53,76.16,74.13,74.83,24424400,72.35
2006-10-06,74.42,75.04,73.81,74.22,16677100,71.76
2006-10-09,73.80,75.08,73.53,74.63,15650800,72.16
2006-10-10,74.54,74.58,73.08,73.81,18985300,71.37
2006-10-11,73.42,73.98,72.60,73.23,20423400,70.81
2006-10-12,73.61,75.39,73.60,75.26,21173400,72.77
2006-10-13,75.63,76.88,74.74,75.02,24435600,72.54
2006-10-16,75.19,75.88,74.79,75.40,18167600,72.90
2006-10-17,75.04,75.27,74.04,74.29,17175900,71.83
2006-10-18,74.75,75.37,73.91,74.53,40496700,72.06
2006-10-19,79.26,79.95,78.16,78.99,54034900,76.38
2006-10-20,78.97,79.99,78.67,79.95,22836200,77.30
2006-10-23,79.99,81.90,79.75,81.46,29732400,78.76
2006-10-24,81.21,81.68,80.20,81.05,16543300,78.37
2006-10-25,81.35,82.00,81.01,81.68,17329100,78.98
2006-10-26,81.90,82.60,81.13,82.19,15455600,79.47
2006-10-27,81.75,82.45,80.01,80.41,21248800,77.75
2006-10-30,79.99,80.90,79.50,80.42,17854200,77.76
2006-10-31,81.45,81.68,80.23,81.08,17909800,78.40
2006-11-01,81.10,81.38,78.36,79.16,21828300,76.54
2006-11-02,78.92,79.32,78.50,78.98,16624400,76.37
2006-11-03,79.36,79.53,77.79,78.29,15424600,75.70
2006-11-06,78.95,80.06,78.43,79.71,15520600,77.07
2006-11-07,80.45,81.00,80.13,80.51,18783300,77.85
2006-11-08,80.02,82.69,79.89,82.45,24675600,79.72
2006-11-09,82.90,84.69,82.12,83.34,32966200,80.58
2006-11-10,83.55,83.60,82.50,83.12,13352300,80.37
2006-11-13,83.22,84.45,82.64,84.35,16095500,81.56
2006-11-14,84.80,85.00,83.90,85.00,21034100,82.19
2006-11-15,85.05,85.90,84.00,84.05,23404400,81.27
2006-11-16,84.87,86.30,84.62,85.61,24783600,82.78
2006-11-17,85.14,85.94,85.00,85.85,16658000,83.01
2006-11-20,85.40,87.00,85.20,86.47,20385500,83.61
2006-11-21,87.42,88.60,87.11,88.60,22238100,85.67
2006-11-22,88.99,90.75,87.85,90.31,23997900,87.32
2006-11-24,89.53,93.08,89.50,91.63,18524200,88.60
2006-11-27,92.51,93.16,89.50,89.54,38387000,86.58
2006-11-28,90.36,91.97,89.91,91.81,37006200,88.77
2006-11-29,93.00,93.15,90.25,91.80,41324400,88.76
2006-11-30,92.21,92.68,91.06,91.66,31088800,88.63
2006-12-01,91.80,92.33,90.10,91.32,28395700,88.30
2006-12-04,91.88,92.05,90.50,91.12,25340600,88.10
2006-12-05,91.65,92.33,90.87,91.27,23672800,88.25
2006-12-06,90.64,91.39,89.67,89.83,22792300,86.86
2006-12-07,90.03,90.50,86.90,87.04,35886700,84.16
2006-12-08,87.23,89.39,87.00,88.26,28009900,85.34
2006-12-11,88.90,89.30,88.05,88.75,17849300,85.81
2006-12-12,88.61,88.84,85.53,86.14,36665000,83.29
2006-12-13,87.95,89.07,87.15,89.05,30609000,86.10
2006-12-14,89.05,90.00,88.26,88.55,29726100,85.62
2006-12-15,89.02,89.22,87.33,87.72,26426400,84.82
2006-12-18,87.63,88.00,84.59,85.47,25770600,82.64
2006-12-19,84.73,86.68,83.62,86.31,32550200,83.45
2006-12-20,86.47,86.67,84.74,84.76,20274700,81.96
2006-12-21,84.70,85.48,82.20,82.90,32271400,80.16
2006-12-22,83.46,84.04,81.60,82.20,21903700,79.48
2006-12-26,82.15,82.57,80.89,81.51,17524600,78.81
2006-12-27,78.15,82.00,76.77,81.52,69134100,78.82
2006-12-28,80.22,81.25,79.65,80.87,39995600,78.19
2006-12-29,83.95,85.40,83.36,84.84,38443900,82.03
2007-01-03,86.29,86.58,81.90,83.80,44225700,81.03
2007-01-04,84.05,85.95,83.82,85.66,30259300,82.83
2007-01-05,85.77,86.20,84.40,85.05,29812200,82.24
2007-01-08,85.96,86.53,85.28,85.47,28468100,82.64
2007-01-09,86.45,92.98,85.15,92.57,119617800,89.51
2007-01-10,94.75,97.80,93.45,97.00,105460000,93.79
2007-01-11,95.94,96.78,95.10,95.80,51437600,92.63
2007-01-12,94.59,95.06,93.23,94.62,46881800,91.49
2007-01-16,95.68,97.25,95.45,97.10,44431300,93.89
2007-01-17,97.56,97.60,94.82,94.95,58795000,91.81
2007-01-18,92.10,92.11,89.05,89.07,84450200,86.12
2007-01-19,88.63,89.65,88.12,88.50,48731200,85.57
2007-01-22,89.14,89.16,85.65,86.79,51929500,83.92
2007-01-23,85.73,87.51,85.51,85.70,43122300,82.86
2007-01-24,86.68,87.15,86.08,86.70,33136200,83.83
2007-01-25,87.11,88.50,86.03,86.25,32356200,83.40
2007-01-26,87.11,87.37,84.99,85.38,35245500,82.55
2007-01-29,86.30,86.65,85.53,85.94,32202300,83.10
2007-01-30,86.43,86.49,85.25,85.55,20641800,82.72
2007-01-31,84.86,86.00,84.35,85.73,30573900,82.89
2007-02-01,86.23,86.27,84.74,84.74,23726500,81.94
2007-02-02,84.12,85.25,83.70,84.75,22197500,81.95
2007-02-05,84.30,85.23,83.94,83.94,20673300,81.16
2007-02-06,84.45,84.47,82.86,84.15,30871200,81.37
2007-02-07,84.48,86.38,83.55,86.15,38100900,83.30
2007-02-08,85.43,86.51,85.41,86.18,24251100,83.33
2007-02-09,85.88,86.20,83.21,83.27,30733600,80.51
2007-02-12,84.43,85.18,83.63,84.88,25859700,82.07
2007-02-13,85.16,85.29,84.30,84.70,20749500,81.90
2007-02-14,84.63,85.64,84.57,85.30,18142200,82.48
2007-02-15,85.44,85.62,84.78,85.21,12987900,82.39
2007-02-16,85.25,85.41,84.66,84.83,14281000,82.02
2007-02-20,84.65,86.16,84.16,85.90,22060800,83.06
2007-02-21,85.98,89.49,85.96,89.20,41261200,86.25
2007-02-22,90.80,90.81,88.53,89.51,29936600,86.55
2007-02-23,89.16,90.34,88.85,89.07,18496200,86.12
2007-02-26,89.84,90.00,87.61,88.51,21994600,85.58
2007-02-27,86.30,87.08,83.41,83.93,40921900,81.15
2007-02-28,83.00,85.60,83.00,84.61,32838400,81.81
2007-03-01,84.03,88.31,83.75,87.06,50554600,84.18
2007-03-02,86.77,87.54,85.21,85.41,30714300,82.58
2007-03-05,85.89,88.65,85.76,86.32,29960700,83.46
2007-03-06,87.80,88.31,87.40,88.19,25828100,85.27
2007-03-07,88.05,88.97,87.45,87.72,22367300,84.82
2007-03-08,88.59,88.72,87.46,88.00,18250400,85.09
2007-03-09,88.80,88.85,87.40,87.97,16137000,85.06
2007-03-12,88.07,89.99,87.99,89.87,26050300,86.90
2007-03-13,89.41,90.60,88.40,88.40,30996100,85.47
2007-03-14,88.60,90.00,87.92,90.00,28449500,87.02
2007-03-15,89.96,90.36,89.31,89.57,19982100,86.61
2007-03-16,89.54,89.99,89.32,89.59,20418000,86.63
2007-03-19,90.24,91.55,89.59,91.13,25462900,88.11
2007-03-20,91.35,91.84,91.06,91.48,17461300,88.45
2007-03-21,91.99,94.00,91.65,93.87,24532000,90.76
2007-03-22,93.73,94.36,93.00,93.96,20053300,90.85
2007-03-23,93.35,94.07,93.30,93.52,16103000,90.43
2007-03-26,93.99,95.90,93.30,95.85,30892400,92.68
2007-03-27,95.71,96.83,95.00,95.46,33287600,92.30
2007-03-28,94.88,95.40,93.15,93.24,33654900,90.15
2007-03-29,94.19,94.19,92.23,93.75,25918700,90.65
2007-03-30,94.28,94.68,92.75,92.91,21448500,89.84
2007-04-02,94.14,94.25,93.02,93.65,17928300,90.55
2007-04-03,94.14,95.23,93.76,94.50,20854800,91.37
2007-04-04,94.94,95.14,94.13,94.27,17028000,91.15
2007-04-05,94.12,94.68,93.52,94.68,12697000,91.55
2007-04-09,95.21,95.30,93.04,93.65,14762200,90.55
2007-04-10,93.67,94.26,93.41,94.25,12588100,91.13
2007-04-11,93.90,93.95,92.33,92.59,19607800,89.53
2007-04-12,92.04,92.31,90.72,92.19,23452700,89.14
2007-04-13,90.90,91.40,90.06,90.24,25712200,87.25
2007-04-16,90.57,91.50,90.25,91.43,21751200,88.40
2007-04-17,92.00,92.30,89.70,90.35,26854300,87.36
2007-04-18,90.16,90.85,89.60,90.40,16573000,87.41
2007-04-19,90.19,91.25,89.83,90.27,15211200,87.28
2007-04-20,90.89,91.18,90.55,90.97,18670700,87.96
2007-04-23,91.59,93.80,91.42,93.51,27867500,90.42
2007-04-24,93.96,96.39,91.30,93.24,37687600,90.15
2007-04-25,94.23,95.40,93.80,95.35,42398000,92.19
2007-04-26,101.58,102.50,98.30,98.84,62063500,95.57
2007-04-27,98.18,99.95,97.69,99.92,24978700,96.61
2007-04-30,100.09,101.00,99.67,99.80,22018200,96.50
2007-05-01,99.59,100.35,98.55,99.47,19018700,96.18
2007-05-02,99.65,100.54,99.47,100.39,18040900,97.07
2007-05-03,100.73,101.45,100.01,100.40,20574200,97.08
2007-05-04,100.80,101.60,100.50,100.81,13642400,97.47
2007-05-07,101.08,104.35,101.01,103.92,30769900,100.48
2007-05-08,103.47,105.15,103.42,105.06,27999900,101.58
2007-05-09,104.91,106.96,104.89,106.88,25634200,103.34
2007-05-10,106.63,108.84,105.92,107.34,42759200,103.79
2007-05-11,107.74,109.13,106.78,108.74,23346300,105.14
2007-05-14,109.62,110.00,108.25,109.36,23283800,105.74
2007-05-15,109.57,110.20,106.48,107.52,34089800,103.96
2007-05-16,108.53,108.83,103.42,107.34,40241700,103.79
2007-05-17,107.15,109.87,107.15,109.44,26260400,105.82
2007-05-18,110.23,110.64,109.77,110.02,22190900,106.38
2007-05-21,110.31,112.45,110.05,111.98,22853300,108.27
2007-05-22,112.49,113.75,112.01,113.54,20443200,109.78
2007-05-23,114.02,115.00,112.59,112.89,32549100,109.15
2007-05-24,112.81,114.46,110.37,110.69,31691500,107.03
2007-05-25,112.00,113.78,111.50,113.62,22605700,109.86
2007-05-29,114.45,114.86,112.69,114.35,23060500,110.57
2007-05-30,114.30,118.88,113.53,118.77,52801600,114.84
2007-05-31,120.07,122.17,119.54,121.19,46323800,117.18
2007-06-01,121.10,121.19,118.29,118.40,31616500,114.48
2007-06-04,118.63,121.73,117.90,121.33,31666900,117.31
2007-06-05,121.41,122.69,120.50,122.67,32885200,118.61
2007-06-06,122.30,124.05,121.95,123.64,39722900,119.55
2007-06-07,124.99,127.61,123.19,124.07,68395700,119.96
2007-06-08,125.82,125.83,122.29,124.49,44345800,120.37
2007-06-11,126.00,126.15,119.54,120.19,66937800,116.21
2007-06-12,119.35,121.71,118.31,120.38,50948800,116.40
2007-06-13,121.15,121.19,115.40,117.50,61476900,113.61
2007-06-14,117.20,119.45,116.42,118.75,34759500,114.82
2007-06-15,120.62,120.67,119.86,120.50,28972100,116.51
2007-06-18,123.28,125.18,122.54,125.09,32521600,120.95
2007-06-19,124.69,125.01,122.91,123.66,33679500,119.57
2007-06-20,123.87,124.66,121.50,121.55,32054000,117.53
2007-06-21,121.70,124.29,120.72,123.90,30965900,119.80
2007-06-22,123.85,124.45,122.38,123.00,22567000,118.93
2007-06-25,124.19,125.09,121.06,122.34,34478700,118.29
2007-06-26,123.98,124.00,118.72,119.65,48035900,115.69
2007-06-27,120.61,122.04,119.26,121.89,34810600,117.86
2007-06-28,122.36,122.49,120.00,120.56,29933700,116.57
2007-06-29,121.97,124.00,121.09,122.04,40637200,118.00
2007-07-02,121.05,122.09,119.30,121.26,35530800,117.25
2007-07-03,122.00,127.40,121.50,127.17,41517200,122.96
2007-07-05,128.80,132.97,128.69,132.75,51894700,128.36
2007-07-06,133.13,133.34,130.40,132.30,31239100,127.92
2007-07-09,132.38,132.90,129.18,130.33,35565000,126.02
2007-07-10,128.88,134.50,128.81,132.35,44821700,127.97
2007-07-11,132.07,133.70,131.31,132.39,29349000,128.01
2007-07-12,133.85,134.24,132.39,134.07,25164600,129.63
2007-07-13,135.03,137.85,134.52,137.73,32414500,133.17
2007-07-16,138.39,139.98,137.50,138.10,33432600,133.53
2007-07-17,138.30,139.60,137.50,138.91,25355700,134.31
2007-07-18,138.19,138.44,136.04,138.12,27030600,133.55
2007-07-19,140.30,140.81,139.65,140.00,26174700,135.37
2007-07-20,141.65,144.18,140.00,143.75,41706200,138.99
2007-07-23,143.31,145.22,140.93,143.70,37017500,138.94
2007-07-24,138.88,141.00,134.15,134.89,64117600,130.43
2007-07-25,137.35,138.36,135.00,137.26,53435100,132.72
2007-07-26,145.91,148.50,136.96,146.00,78093900,141.17
2007-07-27,146.19,148.92,143.78,143.85,41467800,139.09
2007-07-30,144.33,145.45,139.57,141.43,39535300,136.75
2007-07-31,142.97,143.48,131.52,131.76,62942600,127.40
2007-08-01,133.64,135.38,127.77,135.00,62505600,130.53
2007-08-02,136.65,136.96,134.15,136.49,30451600,131.97
2007-08-03,135.26,135.95,131.50,131.85,24256700,127.49
2007-08-06,132.90,135.27,128.30,135.25,33041800,130.77
2007-08-07,134.94,137.24,132.63,135.03,33926300,130.56
2007-08-08,136.76,136.86,132.00,134.01,28860600,129.58
2007-08-09,131.11,133.00,125.09,126.39,40192700,122.21
2007-08-10,123.12,127.75,120.30,125.00,50383900,120.86
2007-08-13,128.32,129.35,126.50,127.79,26889700,123.56
2007-08-14,128.29,128.30,123.71,124.03,26393100,119.93
2007-08-15,122.74,124.86,119.65,119.90,35459000,115.93
2007-08-16,117.01,118.50,111.62,117.05,66667500,113.18
2007-08-17,122.01,123.50,119.82,122.06,42680800,118.02
2007-08-20,123.96,124.50,120.50,122.22,28689900,118.18
2007-08-21,122.21,128.96,121.00,127.57,46537400,123.35
2007-08-22,131.22,132.75,130.33,132.51,37920200,128.12
2007-08-23,133.09,133.34,129.76,131.07,30958500,126.73
2007-08-24,130.53,135.37,129.81,135.30,32565500,130.82
2007-08-27,133.39,134.66,132.10,132.25,25265700,127.87
2007-08-28,130.99,132.41,126.63,126.82,42120200,122.62
2007-08-29,129.88,134.18,129.54,134.08,41673600,129.64
2007-08-30,132.67,138.25,132.30,136.25,51270800,131.74
2007-08-31,139.49,139.65,137.41,138.48,31317400,133.90
2007-09-04,139.94,145.73,139.84,144.16,47030100,139.39
2007-09-05,144.97,145.84,136.10,136.76,83150800,132.23
2007-09-06,135.56,137.57,132.71,135.01,67902200,130.54
2007-09-07,132.01,132.30,130.00,131.77,51092000,127.41
2007-09-10,136.99,138.04,133.95,136.71,53137100,132.19
2007-09-11,137.90,138.30,133.75,135.49,34710200,131.01
2007-09-12,135.99,139.40,135.75,136.85,36527500,132.32
2007-09-13,138.83,139.00,136.65,137.20,23434400,132.66
2007-09-14,136.57,138.98,136.20,138.81,21690000,134.22
2007-09-17,138.99,140.59,137.60,138.41,28334700,133.83
2007-09-18,139.06,142.85,137.83,140.92,38003200,136.26
2007-09-19,143.02,143.16,139.40,140.77,36674300,136.11
2007-09-20,140.15,141.79,139.32,140.31,24708600,135.67
2007-09-21,141.14,144.65,140.31,144.15,40674300,139.38
2007-09-24,146.73,149.85,146.65,148.28,37577200,143.37
2007-09-25,146.84,153.22,146.82,153.18,42591100,148.11
2007-09-26,154.47,155.00,151.25,152.77,34831000,147.71
2007-09-27,153.77,154.52,152.32,154.50,23507100,149.39
2007-09-28,153.44,154.60,152.75,153.47,21967900,148.39
2007-10-01,154.63,157.41,152.93,156.34,29895300,151.17
2007-10-02,156.55,158.59,155.89,158.45,28288200,153.21
2007-10-03,157.78,159.18,157.01,157.92,24732800,152.69
2007-10-04,158.00,158.08,153.50,156.24,23462800,151.07
2007-10-05,158.37,161.58,157.70,161.45,33695400,156.11
2007-10-08,163.49,167.91,162.97,167.91,29854600,162.35
2007-10-09,170.20,171.11,166.68,167.86,39438800,162.31
2007-10-10,167.55,167.88,165.60,166.79,23842500,161.27
2007-10-11,169.49,171.88,153.21,162.23,58714000,156.86
2007-10-12,163.01,167.28,161.80,167.25,35292000,161.72
2007-10-15,167.98,169.57,163.50,166.98,38497500,161.45
2007-10-16,165.54,170.18,165.15,169.58,38136800,163.97
