Date,Open,High,Low,Close,Volume,Adj Close
2006-10-31,2368.75,2374.64,2355.95,2366.71,1922150000,2366.71
2006-11-01,2373.49,2375.53,2330.57,2334.35,2027020000,2334.35
2006-11-02,2324.48,2339.13,2320.84,2334.02,1887310000,2334.02
2006-11-03,2339.04,2343.98,2316.82,2330.79,1830050000,2330.79
2006-11-06,2341.66,2371.81,2341.66,2365.95,1892250000,2365.95
2006-11-07,2366.01,2391.34,2363.64,2375.88,2088770000,2375.88
2006-11-08,2363.92,2393.47,2358.44,2384.94,2076020000,2384.94
2006-11-09,2399.28,2401.33,2370.60,2376.01,2380240000,2376.01
2006-11-10,2378.26,2389.72,2373.62,2389.72,1680460000,2389.72
2006-11-13,2389.52,2408.91,2387.88,2406.38,1720810000,2406.38
2006-11-14,2408.05,2430.83,2394.62,2430.66,1926370000,2430.66
2006-11-15,2430.14,2452.56,2429.68,2442.75,2103870000,2442.75
2006-11-16,2447.09,2453.35,2438.04,2449.06,2038830000,2449.06
2006-11-17,2439.63,2445.86,2431.79,2445.86,1732400000,2445.86
2006-11-20,2441.16,2457.14,2437.84,2452.72,1697480000,2452.72
2006-11-21,2454.65,2456.60,2445.04,2454.84,1660270000,2454.84
2006-11-22,2463.21,2467.20,2450.64,2465.98,1573120000,2465.98
2006-11-24,2449.73,2468.42,2449.32,2460.26,681510000,2460.26
2006-11-27,2454.17,2454.64,2405.89,2405.92,1950300000,2405.92
2006-11-28,2397.32,2414.08,2390.10,2412.61,1958630000,2412.61
2006-11-29,2422.91,2436.61,2414.80,2432.23,1903430000,2432.23
2006-11-30,2430.75,2441.35,2419.23,2431.77,2134200000,2431.77
2006-12-01,2430.75,2434.39,2392.95,2413.21,2040520000,2413.21
2006-12-04,2420.92,2455.67,2420.60,2448.39,1954530000,2448.39
2006-12-05,2455.70,2459.51,2445.14,2452.38,1990600000,2452.38
2006-12-06,2447.54,2451.86,2436.47,2445.86,1889000000,2445.86
2006-12-07,2449.64,2454.91,2427.69,2427.69,2051030000,2427.69
2006-12-08,2423.67,2447.03,2416.77,2437.36,1840600000,2437.36
2006-12-11,2437.36,2453.22,2429.97,2442.86,1813340000,2442.86
2006-12-12,2443.03,2444.72,2419.32,2431.60,1927540000,2431.60
2006-12-13,2444.12,2444.12,2423.87,2432.41,1782430000,2432.41
2006-12-14,2435.75,2461.31,2435.75,2453.85,1889510000,2453.85
2006-12-15,2467.36,2470.02,2455.24,2457.20,2324650000,2457.20
2006-12-18,2462.43,2470.95,2428.66,2435.57,1936350000,2435.57
2006-12-19,2420.08,2437.33,2408.85,2429.55,1960720000,2429.55
2006-12-20,2432.00,2443.34,2426.41,2427.61,1749530000,2427.61
2006-12-21,2430.14,2433.13,2408.99,2415.85,1732880000,2415.85
2006-12-22,2415.98,2416.49,2400.72,2401.18,1306530000,2401.18
2006-12-26,2398.22,2414.21,2397.68,2413.51,1016200000,2413.51
2006-12-27,2418.78,2432.73,2418.78,2431.22,1216260000,2431.22
2006-12-28,2425.32,2432.48,2420.91,2425.57,1237530000,2425.57
2006-12-29,2423.03,2437.38,2413.43,2415.29,1413920000,2415.29
2007-01-03,2429.72,2454.62,2394.66,2423.16,2435280000,2423.16
2007-01-04,2423.82,2460.51,2413.75,2453.43,2104210000,2453.43
2007-01-05,2445.07,2445.07,2420.59,2434.25,2060360000,2434.25
2007-01-08,2435.25,2445.63,2421.13,2438.20,1905620000,2438.20
2007-01-09,2443.26,2449.87,2423.56,2443.83,2144160000,2443.83
2007-01-10,2434.04,2461.34,2427.90,2459.33,2274210000,2459.33
2007-01-11,2464.89,2489.46,2463.39,2484.85,2436270000,2484.85
2007-01-12,2481.72,2502.82,2481.54,2502.82,2175810000,2502.82
2007-01-16,2504.56,2508.93,2493.92,2497.78,2139550000,2497.78
2007-01-17,2487.89,2496.93,2475.83,2479.42,2273880000,2479.42
2007-01-18,2475.33,2475.80,2438.11,2443.21,2456180000,2443.21
2007-01-19,2437.63,2453.79,2435.68,2451.31,2037890000,2451.31
2007-01-22,2454.50,2454.66,2422.92,2431.07,1900860000,2431.07
2007-01-23,2428.26,2447.03,2425.98,2431.41,2001100000,2431.41
2007-01-24,2443.01,2466.28,2440.82,2466.28,2202040000,2466.28
2007-01-25,2469.27,2470.51,2430.56,2434.24,2202280000,2434.24
2007-01-26,2441.10,2443.44,2418.61,2435.49,2067080000,2435.49
2007-01-29,2434.64,2451.83,2431.31,2441.09,1915400000,2441.09
2007-01-30,2446.66,2451.00,2437.42,2448.64,1769600000,2448.64
2007-01-31,2443.33,2471.20,2433.76,2463.93,2186710000,2463.93
2007-02-01,2474.08,2481.38,2458.71,2468.38,2170040000,2468.38
2007-02-02,2474.19,2478.41,2466.56,2475.88,1876770000,2475.88
2007-02-05,2475.03,2481.57,2466.18,2470.60,1875310000,2470.60
2007-02-06,2475.78,2478.24,2454.60,2471.49,2113710000,2471.49
2007-02-07,2483.73,2495.27,2475.57,2490.50,2198410000,2490.50
2007-02-08,2484.50,2492.41,2477.71,2488.67,1995880000,2488.67
2007-02-09,2491.65,2496.52,2453.44,2459.82,2186590000,2459.82
2007-02-12,2460.63,2460.63,2444.68,2450.38,1840250000,2450.38
2007-02-13,2455.25,2464.56,2452.17,2459.88,1821390000,2459.88
2007-02-14,2468.04,2494.51,2468.04,2488.38,2173580000,2488.38
2007-02-15,2489.84,2498.37,2485.51,2497.10,1949670000,2497.10
2007-02-16,2491.48,2497.92,2482.66,2496.31,1887430000,2496.31
2007-02-20,2491.75,2514.22,2479.92,2513.04,2165590000,2513.04
2007-02-21,2503.54,2518.42,2500.96,2518.42,2012450000,2518.42
2007-02-22,2523.36,2531.42,2509.06,2524.94,1850960000,2524.94
2007-02-23,2522.53,2522.84,2506.95,2515.10,2012220000,2515.10
2007-02-26,2525.04,2525.98,2492.54,2504.52,1912480000,2504.52
2007-02-27,2468.74,2470.92,2402.36,2407.86,3037380000,2407.86
2007-02-28,2411.89,2431.86,2395.35,2416.15,2620450000,2416.15
2007-03-01,2377.18,2419.15,2359.44,2404.21,2710750000,2404.21
2007-03-02,2389.86,2401.26,2368.00,2368.00,2352790000,2368.00
2007-03-05,2368.00,2377.84,2340.40,2340.68,2291680000,2340.68
2007-03-06,2363.15,2390.14,2361.27,2385.14,2121430000,2385.14
2007-03-07,2382.65,2388.78,2371.92,2374.64,1959330000,2374.64
2007-03-08,2396.55,2402.20,2382.00,2387.73,1989910000,2387.73
2007-03-09,2403.13,2404.80,2375.57,2387.55,1875050000,2387.55
2007-03-12,2385.14,2404.02,2384.39,2402.29,1637980000,2402.29
2007-03-13,2388.86,2395.98,2350.57,2350.57,2235000000,2350.57
2007-03-14,2350.94,2371.74,2331.57,2371.74,2255630000,2371.74
2007-03-15,2371.02,2382.62,2367.74,2378.70,1690430000,2378.70
2007-03-16,2376.82,2385.32,2364.36,2372.66,2031650000,2372.66
2007-03-19,2384.66,2399.80,2381.55,2394.41,1650970000,2394.41
2007-03-20,2394.82,2412.64,2393.19,2408.21,1761940000,2408.21
2007-03-21,2415.54,2455.92,2405.39,2455.92,2158740000,2455.92
2007-03-22,2457.06,2457.37,2442.51,2451.74,1887290000,2451.74
2007-03-23,2451.83,2459.96,2447.81,2448.93,1634470000,2448.93
2007-03-26,2451.60,2455.63,2428.00,2455.63,1817870000,2455.63
2007-03-27,2448.92,2450.03,2435.19,2437.43,1708060000,2437.43
2007-03-28,2427.19,2434.32,2413.09,2417.10,1868310000,2417.10
2007-03-29,2432.50,2433.04,2396.83,2417.88,1926070000,2417.88
2007-03-30,2419.91,2432.20,2403.01,2421.64,1998550000,2421.64
2007-04-02,2425.36,2427.94,2409.04,2422.26,1784170000,2422.26
2007-04-03,2432.30,2456.17,2432.30,2450.33,1932030000,2450.33
2007-04-04,2451.94,2461.49,2448.69,2458.69,1933300000,2458.69
2007-04-05,2457.65,2471.34,2455.60,2471.34,1537800000,2471.34
2007-04-09,2478.02,2478.68,2464.57,2469.18,1714880000,2469.18
2007-04-10,2468.13,2479.46,2468.03,2477.61,1834530000,2477.61
2007-04-11,2477.76,2478.51,2452.05,2459.31,1957970000,2459.31
2007-04-12,2455.72,2480.41,2448.71,2480.32,1905500000,2480.32
2007-04-13,2479.69,2491.94,2468.23,2491.94,1834320000,2491.94
2007-04-16,2500.55,2519.03,2500.55,2518.33,1779410000,2518.33
2007-04-17,2519.12,2522.07,2510.60,2516.95,1900920000,2516.95
2007-04-18,2507.34,2518.21,2499.65,2510.50,2046760000,2510.50
2007-04-19,2497.22,2515.95,2490.34,2505.35,2112920000,2505.35
2007-04-20,2525.23,2532.24,2515.24,2526.39,2084270000,2526.39
2007-04-23,2525.77,2531.40,2518.47,2523.67,1928530000,2523.67
2007-04-24,2528.39,2529.48,2509.26,2524.54,2220610000,2524.54
2007-04-25,2533.54,2551.39,2523.84,2547.89,2644120000,2547.89
2007-04-26,2551.49,2560.64,2544.12,2554.46,2406090000,2554.46
2007-04-27,2554.48,2562.99,2550.10,2557.21,2078160000,2557.21
2007-04-30,2558.05,2558.75,2525.09,2525.09,2080710000,2525.09
2007-05-01,2529.95,2532.37,2510.57,2531.53,2351750000,2531.53
2007-05-02,2531.96,2562.78,2531.96,2557.84,2073150000,2557.84
2007-05-03,2560.85,2569.80,2555.84,2565.46,2137140000,2565.46
2007-05-04,2574.50,2577.96,2561.73,2572.15,2214130000,2572.15
2007-05-07,2572.64,2580.06,2569.22,2570.95,1652300000,2570.95
2007-05-08,2563.18,2571.75,2551.15,2571.75,1897750000,2571.75
2007-05-09,2557.63,2579.98,2555.71,2576.34,2104220000,2576.34
2007-05-10,2564.80,2570.73,2533.12,2533.74,2237610000,2533.74
2007-05-11,2541.66,2562.45,2539.67,2562.22,1725550000,2562.22
2007-05-14,2564.05,2568.93,2537.92,2546.44,1941450000,2546.44
2007-05-15,2544.67,2557.78,2523.83,2525.29,2187760000,2525.29
2007-05-16,2532.71,2547.42,2519.35,2547.42,2061050000,2547.42
2007-05-17,2544.32,2547.71,2535.47,2539.38,1924890000,2539.38
2007-05-18,2548.07,2559.03,2540.67,2558.45,1996930000,2558.45
2007-05-21,2560.93,2587.87,2560.85,2578.79,1974220000,2578.79
2007-05-22,2580.04,2593.03,2573.95,2588.02,1943950000,2588.02
2007-05-23,2592.62,2600.94,2576.23,2577.05,2011060000,2577.05
2007-05-24,2577.21,2585.73,2531.28,2537.92,2350850000,2537.92
2007-05-25,2547.41,2560.03,2544.46,2557.19,1559700000,2557.19
2007-05-29,2561.04,2576.36,2558.40,2572.06,1651000000,2572.06
2007-05-30,2556.17,2592.59,2551.68,2592.59,1969150000,2592.59
2007-05-31,2599.47,2607.90,2594.29,2604.52,2286850000,2604.52
2007-06-01,2614.01,2626.40,2608.69,2613.92,1880030000,2613.92
2007-06-04,2606.05,2619.75,2604.85,2618.29,1947220000,2618.29
2007-06-05,2611.16,2613.31,2595.01,2611.23,2182810000,2611.23
2007-06-06,2599.56,2599.56,2578.81,2587.18,2163430000,2587.18
2007-06-07,2577.37,2585.73,2541.38,2541.38,2716240000,2541.38
2007-06-08,2541.14,2573.74,2534.97,2573.54,1908130000,2573.54
2007-06-11,2569.64,2584.82,2566.84,2572.15,1614980000,2572.15
2007-06-12,2560.41,2576.89,2547.99,2549.77,2047210000,2549.77
2007-06-13,2558.47,2582.31,2556.72,2582.31,2086610000,2582.31
2007-06-14,2584.14,2604.76,2583.93,2599.41,1936220000,2599.41
2007-06-15,2625.33,2630.51,2620.72,2626.71,2420750000,2626.71
2007-06-18,2631.34,2631.45,2617.66,2626.60,1717120000,2626.60
2007-06-19,2620.31,2631.30,2612.42,2626.76,1871880000,2626.76
2007-06-20,2632.20,2634.60,2599.63,2599.96,2793260000,2599.96
2007-06-21,2597.65,2618.54,2586.05,2616.96,2562640000,2616.96
2007-06-22,2610.36,2612.75,2583.24,2588.96,3240350000,2588.96
2007-06-25,2590.59,2605.87,2568.50,2577.08,2039010000,2577.08
2007-06-26,2589.22,2590.89,2566.34,2574.16,2100330000,2574.16
2007-06-27,2563.83,2605.92,2560.45,2605.35,2020260000,2605.35
2007-06-28,2606.14,2624.60,2604.60,2608.37,1923410000,2608.37
2007-06-29,2619.94,2626.56,2590.09,2603.23,2168420000,2603.23
2007-07-02,2617.39,2632.30,2614.84,2632.30,1853840000,2632.30
2007-07-03,2636.71,2644.95,2635.00,2644.95,1089120000,2644.95
